Combination,Noise Level,Mean,Std Dev,CV
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0
7,0.0,3.0,0.0,0.0
8,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0
11,0.0,4.0,0.0,0.0
12,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0
15,0.0,6.0,0.0,0.0
0,0.01,0.0,0.0,0.0
1,0.01,0.0,0.0,0.0
2,0.01,0.0,0.0,0.0
3,0.01,0.0,0.0,0.0
4,0.01,0.0,0.0,0.0
5,0.01,0.0,0.0,0.0
6,0.01,0.0,0.0,0.0
7,0.01,8.6,26.490375610776074,3.0802761979940065
8,0.01,0.0,0.0,0.0
9,0.01,0.0,0.0,0.0
10,0.01,0.0,0.0,0.0
11,0.01,0.0,0.0,0.0
12,0.01,0.0,0.0,0.0
13,0.01,0.0,0.0,0.0
14,0.01,0.0,0.0,0.0
15,0.01,14.85,39.98158951317468,2.6923629120497234
0,0.02,0.0,0.0,0.0
1,0.02,0.0,0.0,0.0
2,0.02,0.0,0.0,0.0
3,0.02,0.0,0.0,0.0
4,0.02,0.0,0.0,0.0
5,0.02,0.0,0.0,0.0
6,0.02,0.0,0.0,0.0
7,0.02,0.0,0.0,0.0
8,0.02,0.0,0.0,0.0
9,0.02,0.0,0.0,0.0
10,0.02,0.0,0.0,0.0
11,0.02,0.0,0.0,0.0
12,0.02,0.0,0.0,0.0
13,0.02,0.0,0.0,0.0
14,0.02,0.0,0.0,0.0
15,0.02,0.65,2.833284313301438,4.35889827294094
0,0.03,0.0,0.0,0.0
1,0.03,0.0,0.0,0.0
2,0.03,0.0,0.0,0.0
3,0.03,0.0,0.0,0.0
4,0.03,0.0,0.0,0.0
5,0.03,0.0,0.0,0.0
6,0.03,0.0,0.0,0.0
7,0.03,0.0,0.0,0.0
8,0.03,0.0,0.0,0.0
9,0.03,0.0,0.0,0.0
10,0.03,0.0,0.0,0.0
11,0.03,0.0,0.0,0.0
12,0.03,0.0,0.0,0.0
13,0.03,0.0,0.0,0.0
14,0.03,0.0,0.0,0.0
15,0.03,4.05,17.65354072133973,4.358898835913543
0,0.04,0.0,0.0,0.0
1,0.04,0.0,0.0,0.0
2,0.04,0.0,0.0,0.0
3,0.04,0.0,0.0,0.0
4,0.04,0.0,0.0,0.0
5,0.04,0.0,0.0,0.0
6,0.04,0.0,0.0,0.0
7,0.04,0.0,0.0,0.0
8,0.04,0.0,0.0,0.0
9,0.04,0.0,0.0,0.0
10,0.04,0.0,0.0,0.0
11,0.04,0.0,0.0,0.0
12,0.04,0.0,0.0,0.0
13,0.04,0.0,0.0,0.0
14,0.04,0.0,0.0,0.0
15,0.04,0.9,3.9230090491866068,4.358898459218623
0,0.05,0.0,0.0,0.0
1,0.05,0.0,0.0,0.0
2,0.05,0.0,0.0,0.0
3,0.05,0.0,0.0,0.0
4,0.05,0.0,0.0,0.0
5,0.05,0.0,0.0,0.0
6,0.05,0.0,0.0,0.0
7,0.05,1.15,5.012733785071775,4.358898564506016
8,0.05,0.0,0.0,0.0
9,0.05,0.0,0.0,0.0
10,0.05,0.0,0.0,0.0
11,0.05,0.0,0.0,0.0
12,0.05,0.0,0.0,0.0
13,0.05,0.0,0.0,0.0
14,0.05,0.0,0.0,0.0
15,0.05,0.0,0.0,0.0
0,0.06,0.0,0.0,0.0
1,0.06,0.0,0.0,0.0
2,0.06,0.0,0.0,0.0
3,0.06,0.0,0.0,0.0
4,0.06,0.0,0.0,0.0
5,0.06,0.0,0.0,0.0
6,0.06,0.0,0.0,0.0
7,0.06,0.0,0.0,0.0
8,0.06,0.0,0.0,0.0
9,0.06,0.0,0.0,0.0
10,0.06,0.0,0.0,0.0
11,0.06,0.0,0.0,0.0
12,0.06,0.0,0.0,0.0
13,0.06,0.0,0.0,0.0
14,0.06,0.0,0.0,0.0
15,0.06,0.0,0.0,0.0
0,0.07,0.0,0.0,0.0
1,0.07,0.0,0.0,0.0
2,0.07,0.0,0.0,0.0
3,0.07,0.0,0.0,0.0
4,0.07,0.0,0.0,0.0
5,0.07,0.0,0.0,0.0
6,0.07,0.0,0.0,0.0
7,0.07,0.0,0.0,0.0
8,0.07,0.0,0.0,0.0
9,0.07,0.0,0.0,0.0
10,0.07,0.0,0.0,0.0
11,0.07,0.0,0.0,0.0
12,0.07,0.0,0.0,0.0
13,0.07,0.0,0.0,0.0
14,0.07,0.0,0.0,0.0
15,0.07,0.6,2.6153393661244047,4.3588982170576385
0,0.08,0.0,0.0,0.0
1,0.08,0.0,0.0,0.0
2,0.08,0.0,0.0,0.0
3,0.08,0.0,0.0,0.0
4,0.08,0.0,0.0,0.0
5,0.08,0.0,0.0,0.0
6,0.08,0.0,0.0,0.0
7,0.08,0.0,0.0,0.0
8,0.08,0.0,0.0,0.0
9,0.08,0.0,0.0,0.0
10,0.08,0.0,0.0,0.0
11,0.08,0.0,0.0,0.0
12,0.08,0.0,0.0,0.0
13,0.08,0.0,0.0,0.0
14,0.08,0.0,0.0,0.0
15,0.08,0.0,0.0,0.0
0,0.09,0.0,0.0,0.0
1,0.09,0.0,0.0,0.0
2,0.09,0.0,0.0,0.0
3,0.09,0.0,0.0,0.0
4,0.09,0.0,0.0,0.0
5,0.09,0.0,0.0,0.0
6,0.09,0.0,0.0,0.0
7,0.09,0.0,0.0,0.0
8,0.09,0.0,0.0,0.0
9,0.09,0.0,0.0,0.0
10,0.09,0.0,0.0,0.0
11,0.09,0.0,0.0,0.0
12,0.09,0.0,0.0,0.0
13,0.09,0.0,0.0,0.0
14,0.09,0.0,0.0,0.0
15,0.09,0.0,0.0,0.0
0,0.1,0.0,0.0,0.0
1,0.1,0.0,0.0,0.0
2,0.1,0.0,0.0,0.0
3,0.1,0.0,0.0,0.0
4,0.1,0.0,0.0,0.0
5,0.1,0.0,0.0,0.0
6,0.1,0.0,0.0,0.0
7,0.1,0.0,0.0,0.0
8,0.1,0.0,0.0,0.0
9,0.1,0.0,0.0,0.0
10,0.1,0.0,0.0,0.0
11,0.1,0.7,3.051229260478472,4.358898320840915
12,0.1,0.0,0.0,0.0
13,0.1,0.0,0.0,0.0
14,0.1,0.0,0.0,0.0
15,0.1,0.0,0.0,0.0
0,0.11,0.0,0.0,0.0
1,0.11,0.0,0.0,0.0
2,0.11,0.0,0.0,0.0
3,0.11,0.0,0.0,0.0
4,0.11,0.0,0.0,0.0
5,0.11,0.0,0.0,0.0
6,0.11,0.0,0.0,0.0
7,0.11,0.0,0.0,0.0
8,0.11,0.0,0.0,0.0
9,0.11,0.0,0.0,0.0
10,0.11,0.0,0.0,0.0
11,0.11,0.0,0.0,0.0
12,0.11,0.0,0.0,0.0
13,0.11,0.0,0.0,0.0
14,0.11,0.0,0.0,0.0
15,0.11,0.0,0.0,0.0
0,0.12,0.0,0.0,0.0
1,0.12,0.0,0.0,0.0
2,0.12,0.0,0.0,0.0
3,0.12,0.0,0.0,0.0
4,0.12,0.0,0.0,0.0
5,0.12,0.0,0.0,0.0
6,0.12,0.0,0.0,0.0
7,0.12,0.0,0.0,0.0
8,0.12,0.0,0.0,0.0
9,0.12,0.0,0.0,0.0
10,0.12,0.0,0.0,0.0
11,0.12,0.0,0.0,0.0
12,0.12,0.0,0.0,0.0
13,0.12,0.0,0.0,0.0
14,0.12,0.0,0.0,0.0
15,0.12,0.0,0.0,0.0
0,0.13,0.0,0.0,0.0
1,0.13,0.0,0.0,0.0
2,0.13,0.0,0.0,0.0
3,0.13,0.0,0.0,0.0
4,0.13,0.0,0.0,0.0
5,0.13,0.0,0.0,0.0
6,0.13,0.0,0.0,0.0
7,0.13,0.0,0.0,0.0
8,0.13,0.0,0.0,0.0
9,0.13,0.0,0.0,0.0
10,0.13,0.0,0.0,0.0
11,0.13,0.0,0.0,0.0
12,0.13,0.0,0.0,0.0
13,0.13,0.0,0.0,0.0
14,0.13,0.0,0.0,0.0
15,0.13,0.0,0.0,0.0
0,0.14,0.0,0.0,0.0
1,0.14,0.0,0.0,0.0
2,0.14,0.0,0.0,0.0
3,0.14,0.0,0.0,0.0
4,0.14,0.0,0.0,0.0
5,0.14,0.0,0.0,0.0
6,0.14,0.0,0.0,0.0
7,0.14,0.0,0.0,0.0
8,0.14,0.0,0.0,0.0
9,0.14,0.0,0.0,0.0
10,0.14,0.0,0.0,0.0
11,0.14,0.0,0.0,0.0
12,0.14,0.0,0.0,0.0
13,0.14,0.0,0.0,0.0
14,0.14,0.0,0.0,0.0
15,0.14,0.75,3.2691742076555053,4.358898362354226
0,0.15,0.0,0.0,0.0
1,0.15,0.0,0.0,0.0
2,0.15,0.0,0.0,0.0
3,0.15,0.0,0.0,0.0
4,0.15,0.0,0.0,0.0
5,0.15,0.0,0.0,0.0
6,0.15,0.0,0.0,0.0
7,0.15,0.0,0.0,0.0
8,0.15,0.0,0.0,0.0
9,0.15,0.0,0.0,0.0
10,0.15,0.0,0.0,0.0
11,0.15,0.2,0.8717797887081346,4.35889676409229
12,0.15,0.0,0.0,0.0
13,0.15,0.55,2.39739441894737,4.358898151013736
14,0.15,0.0,0.0,0.0
15,0.15,0.0,0.0,0.0
0,0.16,0.0,0.0,0.0
1,0.16,0.0,0.0,0.0
2,0.16,0.0,0.0,0.0
3,0.16,0.0,0.0,0.0
4,0.16,0.0,0.0,0.0
5,0.16,0.0,0.0,0.0
6,0.16,0.0,0.0,0.0
7,0.16,0.0,0.0,0.0
8,0.16,0.0,0.0,0.0
9,0.16,0.0,0.0,0.0
10,0.16,0.0,0.0,0.0
11,0.16,0.0,0.0,0.0
12,0.16,0.0,0.0,0.0
13,0.16,0.0,0.0,0.0
14,0.16,0.0,0.0,0.0
15,0.16,0.0,0.0,0.0
0,0.17,0.0,0.0,0.0
1,0.17,0.0,0.0,0.0
2,0.17,0.0,0.0,0.0
3,0.17,0.0,0.0,0.0
4,0.17,0.0,0.0,0.0
5,0.17,0.0,0.0,0.0
6,0.17,0.0,0.0,0.0
7,0.17,0.0,0.0,0.0
8,0.17,0.0,0.0,0.0
9,0.17,0.0,0.0,0.0
10,0.17,0.0,0.0,0.0
11,0.17,1.3,5.666568626602876,4.35889860824078
12,0.17,0.0,0.0,0.0
13,0.17,0.0,0.0,0.0
14,0.17,0.0,0.0,0.0
15,0.17,0.0,0.0,0.0
0,0.18,0.0,0.0,0.0
1,0.18,0.0,0.0,0.0
2,0.18,0.0,0.0,0.0
3,0.18,0.0,0.0,0.0
4,0.18,0.0,0.0,0.0
5,0.18,0.0,0.0,0.0
6,0.18,0.0,0.0,0.0
7,0.18,0.0,0.0,0.0
8,0.18,0.0,0.0,0.0
9,0.18,0.0,0.0,0.0
10,0.18,0.0,0.0,0.0
11,0.18,0.0,0.0,0.0
12,0.18,0.0,0.0,0.0
13,0.18,0.0,0.0,0.0
14,0.18,0.0,0.0,0.0
15,0.18,0.0,0.0,0.0
0,0.19,0.0,0.0,0.0
1,0.19,0.0,0.0,0.0
2,0.19,0.0,0.0,0.0
3,0.19,0.0,0.0,0.0
4,0.19,0.0,0.0,0.0
5,0.19,0.0,0.0,0.0
6,0.19,0.0,0.0,0.0
7,0.19,0.0,0.0,0.0
8,0.19,0.0,0.0,0.0
9,0.19,0.0,0.0,0.0
10,0.19,0.0,0.0,0.0
11,0.19,0.0,0.0,0.0
12,0.19,0.0,0.0,0.0
13,0.19,0.0,0.0,0.0
14,0.19,0.0,0.0,0.0
15,0.19,0.0,0.0,0.0
0,0.2,0.0,0.0,0.0
1,0.2,0.0,0.0,0.0
2,0.2,0.0,0.0,0.0
3,0.2,0.0,0.0,0.0
4,0.2,0.0,0.0,0.0
5,0.2,0.0,0.0,0.0
6,0.2,0.0,0.0,0.0
7,0.2,0.0,0.0,0.0
8,0.2,0.0,0.0,0.0
9,0.2,0.0,0.0,0.0
10,0.2,0.0,0.0,0.0
11,0.2,0.0,0.0,0.0
12,0.2,0.0,0.0,0.0
13,0.2,0.0,0.0,0.0
14,0.2,0.0,0.0,0.0
15,0.2,0.0,0.0,0.0
0,0.21,0.0,0.0,0.0
1,0.21,0.0,0.0,0.0
2,0.21,0.0,0.0,0.0
3,0.21,0.0,0.0,0.0
4,0.21,0.0,0.0,0.0
5,0.21,0.0,0.0,0.0
6,0.21,0.0,0.0,0.0
7,0.21,0.0,0.0,0.0
8,0.21,0.0,0.0,0.0
9,0.21,0.0,0.0,0.0
10,0.21,0.0,0.0,0.0
11,0.21,0.0,0.0,0.0
12,0.21,0.0,0.0,0.0
13,0.21,0.0,0.0,0.0
14,0.21,0.0,0.0,0.0
15,0.21,0.0,0.0,0.0
0,0.22,0.0,0.0,0.0
1,0.22,0.0,0.0,0.0
2,0.22,0.0,0.0,0.0
3,0.22,0.0,0.0,0.0
4,0.22,0.0,0.0,0.0
5,0.22,0.0,0.0,0.0
6,0.22,0.0,0.0,0.0
7,0.22,0.0,0.0,0.0
8,0.22,0.0,0.0,0.0
9,0.22,0.0,0.0,0.0
10,0.22,0.0,0.0,0.0
11,0.22,0.0,0.0,0.0
12,0.22,0.0,0.0,0.0
13,0.22,0.0,0.0,0.0
14,0.22,0.0,0.0,0.0
15,0.22,0.0,0.0,0.0
0,0.23,0.0,0.0,0.0
1,0.23,0.0,0.0,0.0
2,0.23,0.0,0.0,0.0
3,0.23,0.0,0.0,0.0
4,0.23,0.0,0.0,0.0
5,0.23,0.0,0.0,0.0
6,0.23,0.0,0.0,0.0
7,0.23,0.0,0.0,0.0
8,0.23,0.0,0.0,0.0
9,0.23,0.0,0.0,0.0
10,0.23,0.0,0.0,0.0
11,0.23,0.0,0.0,0.0
12,0.23,0.0,0.0,0.0
13,0.23,0.0,0.0,0.0
14,0.23,0.0,0.0,0.0
15,0.23,0.0,0.0,0.0
0,0.24,0.0,0.0,0.0
1,0.24,0.0,0.0,0.0
2,0.24,0.0,0.0,0.0
3,0.24,0.0,0.0,0.0
4,0.24,0.0,0.0,0.0
5,0.24,0.0,0.0,0.0
6,0.24,0.0,0.0,0.0
7,0.24,0.0,0.0,0.0
8,0.24,0.0,0.0,0.0
9,0.24,0.0,0.0,0.0
10,0.24,0.0,0.0,0.0
11,0.24,0.0,0.0,0.0
12,0.24,0.0,0.0,0.0
13,0.24,0.0,0.0,0.0
14,0.24,0.0,0.0,0.0
15,0.24,0.0,0.0,0.0
0,0.25,0.0,0.0,0.0
1,0.25,0.0,0.0,0.0
2,0.25,0.0,0.0,0.0
3,0.25,0.0,0.0,0.0
4,0.25,0.0,0.0,0.0
5,0.25,0.0,0.0,0.0
6,0.25,0.0,0.0,0.0
7,0.25,0.0,0.0,0.0
8,0.25,0.0,0.0,0.0
9,0.25,0.0,0.0,0.0
10,0.25,0.0,0.0,0.0
11,0.25,0.0,0.0,0.0
12,0.25,0.0,0.0,0.0
13,0.25,0.0,0.0,0.0
14,0.25,0.0,0.0,0.0
15,0.25,0.3,1.3076696830622023,4.3588974905748445
0,0.26,0.0,0.0,0.0
1,0.26,0.0,0.0,0.0
2,0.26,0.0,0.0,0.0
3,0.26,0.0,0.0,0.0
4,0.26,0.0,0.0,0.0
5,0.26,0.0,0.0,0.0
6,0.26,0.0,0.0,0.0
7,0.26,0.0,0.0,0.0
8,0.26,0.0,0.0,0.0
9,0.26,0.0,0.0,0.0
10,0.26,0.0,0.0,0.0
11,0.26,0.0,0.0,0.0
12,0.26,0.0,0.0,0.0
13,0.26,0.0,0.0,0.0
14,0.26,0.0,0.0,0.0
15,0.26,0.0,0.0,0.0
0,0.27,0.0,0.0,0.0
1,0.27,0.0,0.0,0.0
2,0.27,0.0,0.0,0.0
3,0.27,0.0,0.0,0.0
4,0.27,0.0,0.0,0.0
5,0.27,0.0,0.0,0.0
6,0.27,0.0,0.0,0.0
7,0.27,0.0,0.0,0.0
8,0.27,0.0,0.0,0.0
9,0.27,0.0,0.0,0.0
10,0.27,0.0,0.0,0.0
11,0.27,0.0,0.0,0.0
12,0.27,0.0,0.0,0.0
13,0.27,0.0,0.0,0.0
14,0.27,0.0,0.0,0.0
15,0.27,0.0,0.0,0.0
0,0.28,0.0,0.0,0.0
1,0.28,0.0,0.0,0.0
2,0.28,0.0,0.0,0.0
3,0.28,0.0,0.0,0.0
4,0.28,0.0,0.0,0.0
5,0.28,0.0,0.0,0.0
6,0.28,0.0,0.0,0.0
7,0.28,0.0,0.0,0.0
8,0.28,0.0,0.0,0.0
9,0.28,0.0,0.0,0.0
10,0.28,0.0,0.0,0.0
11,0.28,0.0,0.0,0.0
12,0.28,0.0,0.0,0.0
13,0.28,0.0,0.0,0.0
14,0.28,0.0,0.0,0.0
15,0.28,0.0,0.0,0.0
0,0.29,0.0,0.0,0.0
1,0.29,0.0,0.0,0.0
2,0.29,0.0,0.0,0.0
3,0.29,0.0,0.0,0.0
4,0.29,0.0,0.0,0.0
5,0.29,0.0,0.0,0.0
6,0.29,0.0,0.0,0.0
7,0.29,0.0,0.0,0.0
8,0.29,0.0,0.0,0.0
9,0.29,0.0,0.0,0.0
10,0.29,0.0,0.0,0.0
11,0.29,0.0,0.0,0.0
12,0.29,0.0,0.0,0.0
13,0.29,0.0,0.0,0.0
14,0.29,0.0,0.0,0.0
15,0.29,0.0,0.0,0.0
0,0.3,0.0,0.0,0.0
1,0.3,0.0,0.0,0.0
2,0.3,0.0,0.0,0.0
3,0.3,0.0,0.0,0.0
4,0.3,0.0,0.0,0.0
5,0.3,0.0,0.0,0.0
6,0.3,0.0,0.0,0.0
7,0.3,0.0,0.0,0.0
8,0.3,0.0,0.0,0.0
9,0.3,0.0,0.0,0.0
10,0.3,0.0,0.0,0.0
11,0.3,0.0,0.0,0.0
12,0.3,0.0,0.0,0.0
13,0.3,0.0,0.0,0.0
14,0.3,0.0,0.0,0.0
15,0.3,0.0,0.0,0.0
0,0.31,0.0,0.0,0.0
1,0.31,0.0,0.0,0.0
2,0.31,0.0,0.0,0.0
3,0.31,0.0,0.0,0.0
4,0.31,0.0,0.0,0.0
5,0.31,0.0,0.0,0.0
6,0.31,0.0,0.0,0.0
7,0.31,0.0,0.0,0.0
8,0.31,0.0,0.0,0.0
9,0.31,0.0,0.0,0.0
10,0.31,0.0,0.0,0.0
11,0.31,0.0,0.0,0.0
12,0.31,0.0,0.0,0.0
13,0.31,0.0,0.0,0.0
14,0.31,0.0,0.0,0.0
15,0.31,0.0,0.0,0.0
0,0.32,0.0,0.0,0.0
1,0.32,0.0,0.0,0.0
2,0.32,0.0,0.0,0.0
3,0.32,0.0,0.0,0.0
4,0.32,0.0,0.0,0.0
5,0.32,0.0,0.0,0.0
6,0.32,0.0,0.0,0.0
7,0.32,0.0,0.0,0.0
8,0.32,0.0,0.0,0.0
9,0.32,0.0,0.0,0.0
10,0.32,0.0,0.0,0.0
11,0.32,0.0,0.0,0.0
12,0.32,0.0,0.0,0.0
13,0.32,0.0,0.0,0.0
14,0.32,0.0,0.0,0.0
15,0.32,0.0,0.0,0.0
0,0.33,0.0,0.0,0.0
1,0.33,0.0,0.0,0.0
2,0.33,0.0,0.0,0.0
3,0.33,0.0,0.0,0.0
4,0.33,0.0,0.0,0.0
5,0.33,0.0,0.0,0.0
6,0.33,0.0,0.0,0.0
7,0.33,0.0,0.0,0.0
8,0.33,0.0,0.0,0.0
9,0.33,0.0,0.0,0.0
10,0.33,0.0,0.0,0.0
11,0.33,0.0,0.0,0.0
12,0.33,0.0,0.0,0.0
13,0.33,0.0,0.0,0.0
14,0.33,0.0,0.0,0.0
15,0.33,0.0,0.0,0.0
0,0.34,0.0,0.0,0.0
1,0.34,0.0,0.0,0.0
2,0.34,0.0,0.0,0.0
3,0.34,0.0,0.0,0.0
4,0.34,0.0,0.0,0.0
5,0.34,0.0,0.0,0.0
6,0.34,0.0,0.0,0.0
7,0.34,0.0,0.0,0.0
8,0.34,0.0,0.0,0.0
9,0.34,0.0,0.0,0.0
10,0.34,0.0,0.0,0.0
11,0.34,0.0,0.0,0.0
12,0.34,0.0,0.0,0.0
13,0.34,0.0,0.0,0.0
14,0.34,0.0,0.0,0.0
15,0.34,0.0,0.0,0.0
0,0.35000000000000003,0.0,0.0,0.0
1,0.35000000000000003,0.0,0.0,0.0
2,0.35000000000000003,0.0,0.0,0.0
3,0.35000000000000003,0.0,0.0,0.0
4,0.35000000000000003,0.0,0.0,0.0
5,0.35000000000000003,0.0,0.0,0.0
6,0.35000000000000003,0.0,0.0,0.0
7,0.35000000000000003,0.0,0.0,0.0
8,0.35000000000000003,0.0,0.0,0.0
9,0.35000000000000003,0.0,0.0,0.0
10,0.35000000000000003,0.0,0.0,0.0
11,0.35000000000000003,0.0,0.0,0.0
12,0.35000000000000003,0.0,0.0,0.0
13,0.35000000000000003,0.0,0.0,0.0
14,0.35000000000000003,0.0,0.0,0.0
15,0.35000000000000003,0.0,0.0,0.0
0,0.36,0.0,0.0,0.0
1,0.36,0.0,0.0,0.0
2,0.36,0.0,0.0,0.0
3,0.36,0.0,0.0,0.0
4,0.36,0.0,0.0,0.0
